FieldID,RowTree,CurrentName,Voucher,Provenance,RowNum,YearPlanted,TreeNum,DNNumber,FieldComments,Date,FieldDetermination,Location,Description,Latitude,Longitude,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies
CCA0074,R011/T28,Eucalyptus melanoxylon,DN 143,"Lake Gilmore, WA",11,1993,28,143,NA,1992-12-06,Eucalyptus melanoxylon,NA,Tree to 12m tall. Bark rough for half height of tree. Form with flat warty buds.,-32.6711111111111,121.539722222222,Eucalyptus,Symphyomyrtus,Dumaria,Torquatae,,melanoxylon,
CCA0075,R011/T30,Eucalyptus melanoxylon,DN 143,"Lake Gilmore, WA",11,1993,30,143,NA,1992-12-06,Eucalyptus melanoxylon,NA,Tree to 12m tall. Bark rough for half height of tree. Form with flat warty buds.,-32.6711111111111,121.539722222222,Eucalyptus,Symphyomyrtus,Dumaria,Torquatae,,melanoxylon,
CCA0076,R011/T31,Eucalyptus vegrandis subsp. vegrandis,DN 207,"Jerramungup, WA",11,1993,31,207,NA,1992-12-09,Eucalyptus vegrandis subsp. vegrandis,NA,Mallee 4m tall. Bark smooth.,-34.0725,119.045277777778,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vegrandis,vegrandis
CCA0077,R011/T32,Eucalyptus vegrandis subsp. vegrandis,DN 207,"Jerramungup, WA",11,1993,32,207,NA,1992-12-09,Eucalyptus vegrandis subsp. vegrandis,NA,Mallee 4m tall. Bark smooth.,-34.0725,119.045277777778,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vegrandis,vegrandis
CCA0078,R011/T33,Eucalyptus vegrandis subsp. vegrandis,DN 207,"Jerramungup, WA",11,1993,33,207,NA,1992-12-09,Eucalyptus vegrandis subsp. vegrandis,NA,Mallee 4m tall. Bark smooth.,-34.0725,119.045277777778,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vegrandis,vegrandis
CCA0079,R011/T34,Eucalyptus vegrandis subsp. vegrandis,DN 207,"Jerramungup, WA",11,1993,34,207,NA,1992-12-09,Eucalyptus vegrandis subsp. vegrandis,NA,Mallee 4m tall. Bark smooth.,-34.0725,119.045277777778,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Clinatae,,vegrandis,vegrandis
CCA0080,R011/T35,Eucalyptus kumarlensis,DN 141,"Beete, WA",11,1993,35,141,NA,1992-12-06,Eucalyptus kumarlensis,NA,Bark smooth creamy grey over orange-copper. With Eucalyptus eremophila.,-32.6425,121.505833333333,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,kumarlensis,
CCA0081,R011/T36,Eucalyptus kumarlensis,DN 141,"Beete, WA",11,1993,36,141,NA,1992-12-06,Eucalyptus kumarlensis,NA,Bark smooth creamy grey over orange-copper. With Eucalyptus eremophila.,-32.6425,121.505833333333,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,kumarlensis,
CCA0082,R011/T38,Eucalyptus kumarlensis,DN 141,"Beete, WA",11,1993,38,141,NA,1992-12-06,Eucalyptus kumarlensis,NA,Bark smooth creamy grey over orange-copper. With Eucalyptus eremophila.,-32.6425,121.505833333333,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,kumarlensis,
CCA0083,R012/T01,Eucalyptus educta,DN 335,"Callion, WA",12,1993,1,335,NA,1992-12-15,Eucalyptus educta?,"On track west of old Callion airstrip, Western Australia.",Small mallee to 3 metres tall. Red-brown minniritchi bark. Dull blue-green to grey leaves. Growing on red stony soil on slight rise.,-30.1247222222222,120.557222222222,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Orbifoliae,educta,
CCA0084,R012/T02,Eucalyptus educta,DN 335,"Callion, WA",12,1993,2,335,NA,1992-12-15,Eucalyptus educta?,"On track west of old Callion airstrip, Western Australia.",Small mallee to 3 metres tall. Red-brown minniritchi bark. Dull blue-green to grey leaves. Growing on red stony soil on slight rise.,-30.1247222222222,120.557222222222,Eucalyptus,Symphyomyrtus,Bisectae,Curviptera,Orbifoliae,educta,
CCA0085,R012/T05,Eucalyptus wandoo subsp. pulverea,DN 285,"Watheroo, WA",12,1993,5,285,NA,1992-12-13,Eucalyptus wandoo subsp. pulverea,NA,Tree 8m tall. Growing on brown clay loam with E. loxophleba ssp. supralaevis. Light grey over white powdery bark and slightly glaucous bark. Leaves dull blue-green,-30.2411111111111,116.039166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,wandoo,pulverea
CCA0086,R012/T06,Eucalyptus wandoo subsp. pulverea,DN 285,"Watheroo, WA",12,1993,6,285,NA,1992-12-13,Eucalyptus wandoo subsp. pulverea,NA,Tree 8m tall. Growing on brown clay loam with E. loxophleba ssp. supralaevis. Light grey over white powdery bark and slightly glaucous bark. Leaves dull blue-green,-30.2411111111111,116.039166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,wandoo,pulverea
CCA0087,R012/T07,Eucalyptus wandoo subsp. pulverea,DN 285,"Watheroo, WA",12,1993,7,285,NA,1992-12-13,Eucalyptus wandoo subsp. pulverea,NA,Tree 8m tall. Growing on brown clay loam with E. loxophleba ssp. supralaevis. Light grey over white powdery bark and slightly glaucous bark. Leaves dull blue-green,-30.2411111111111,116.039166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,wandoo,pulverea
CCA0088,R012/T08,Eucalyptus wandoo subsp. pulverea,DN 285,"Watheroo, WA",12,1993,8,285,NA,1992-12-13,Eucalyptus wandoo subsp. pulverea,NA,Tree 8m tall. Growing on brown clay loam with E. loxophleba ssp. supralaevis. Light grey over white powdery bark and slightly glaucous bark. Leaves dull blue-green,-30.2411111111111,116.039166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,wandoo,pulverea
CCA0089,R012/T09,Eucalyptus cyclostoma,DN 125,"Newman Rock, WA",12,1993,9,125,NA,1992-12-06,Eucalyptus cyclostoma,NA,Growing with E. balladoniensis and E. optima.,-32.1594444444444,123.24,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,cyclostoma,
CCA0090,R012/T10,Eucalyptus cyclostoma,DN 125,"Newman Rock, WA",12,1993,10,125,NA,1992-12-06,Eucalyptus cyclostoma,NA,Growing with E. balladoniensis and E. optima.,-32.1594444444444,123.24,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,cyclostoma,
CCA0091,R012/T11,Eucalyptus cyclostoma,DN 125,"Newman Rock, WA",12,1993,11,125,NA,1992-12-06,Eucalyptus cyclostoma,NA,Growing with E. balladoniensis and E. optima.,-32.1594444444444,123.24,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,cyclostoma,
CCA0092,R012/T12,Eucalyptus cyclostoma,DN 125,"Newman Rock, WA",12,1993,12,125,NA,1992-12-06,Eucalyptus cyclostoma,NA,Growing with E. balladoniensis and E. optima.,-32.1594444444444,123.24,Eucalyptus,Symphyomyrtus,Dumaria,Ovulares,,cyclostoma,
CCA0093,R012/T13,Eucalyptus effusa subsp. effusa,DN 127,"Fraser Range, WA",12,1993,13,127,NA,1992-12-06,Eucalyptus effusa subsp. effusa,NA,Scraggly effuse mallee to 4m tall growing with E. leptophylla. Some flowers.,-32.0522222222222,122.965,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,effusa,effusa
CCA0094,R012/T14,Eucalyptus effusa subsp. effusa,DN 127,"Fraser Range, WA",12,1993,14,127,NA,1992-12-06,Eucalyptus effusa subsp. effusa,NA,Scraggly effuse mallee to 4m tall growing with E. leptophylla. Some flowers.,-32.0522222222222,122.965,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,effusa,effusa
CCA0095,R012/T15,Eucalyptus effusa subsp. effusa,DN 127,"Fraser Range, WA",12,1993,15,127,NA,1992-12-06,Eucalyptus effusa subsp. effusa,NA,Scraggly effuse mallee to 4m tall growing with E. leptophylla. Some flowers.,-32.0522222222222,122.965,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,effusa,effusa
CCA0096,R012/T16,Eucalyptus effusa subsp. effusa,DN 127,"Fraser Range, WA",12,1993,16,127,NA,1992-12-06,Eucalyptus effusa subsp. effusa,NA,Scraggly effuse mallee to 4m tall growing with E. leptophylla. Some flowers.,-32.0522222222222,122.965,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,effusa,effusa
CCA0097,R012/T18,Eucalyptus varia,DN 163,"Scaddan, WA",12,1993,18,163,NA,1992-12-06,Eucalyptus varia (salsuginosa),NA,"Spreading mallee to 3m, on salty, dry, creek bed. Bark rough to 20cm high. Leaves dull yellowish green.",-33.5172222222222,121.671944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,varia,
CCA0098,R012/T19,Eucalyptus varia,DN 163,"Scaddan, WA",12,1993,19,163,NA,1992-12-06,Eucalyptus varia (salsuginosa),NA,"Spreading mallee to 3m, on salty, dry, creek bed. Bark rough to 20cm high. Leaves dull yellowish green.",-33.5172222222222,121.671944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,varia,
CCA0099,R012/T20,Eucalyptus varia,DN 163,"Scaddan, WA",12,1993,20,163,NA,1992-12-06,Eucalyptus varia (salsuginosa),NA,"Spreading mallee to 3m, on salty, dry, creek bed. Bark rough to 20cm high. Leaves dull yellowish green.",-33.5172222222222,121.671944444444,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,varia,
CCA0100,R012/T21,Eucalyptus perangusta,DN 148,"Lort River, WA",12,1993,21,148,NA,1992-12-06,Eucalyptus perangusta,NA,"Mallee to 1m tall. Leaves light green, similar to Melaleuca uncinata. With Eucalyptus misella and E. varia subsp. varia.",-33.1063888888889,121.190555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,perangusta,
CCA0101,R012/T22,Eucalyptus perangusta,DN 148,"Lort River, WA",12,1993,22,148,NA,1992-12-06,Eucalyptus perangusta,NA,"Mallee to 1m tall. Leaves light green, similar to Melaleuca uncinata. With Eucalyptus misella and E. varia subsp. varia.",-33.1063888888889,121.190555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,perangusta,
CCA0102,R012/T23,Eucalyptus perangusta,DN 148,"Lort River, WA",12,1993,23,148,NA,1992-12-06,Eucalyptus perangusta,NA,"Mallee to 1m tall. Leaves light green, similar to Melaleuca uncinata. With Eucalyptus misella and E. varia subsp. varia.",-33.1063888888889,121.190555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,perangusta,
CCA0103,R012/T24,Eucalyptus perangusta,DN 148,"Lort River, WA",12,1993,24,148,NA,1992-12-06,Eucalyptus perangusta,NA,"Mallee to 1m tall. Leaves light green, similar to Melaleuca uncinata. With Eucalyptus misella and E. varia subsp. varia.",-33.1063888888889,121.190555555556,Eucalyptus,Symphyomyrtus,Bisectae,Porantherae,,perangusta,
CCA0104,R012/T25,Eucalyptus livida,DN 318,"North Ironcap, WA",12,1993,25,318,NA,1992-12-13,Eucalyptus livida,North Ironcap,Erect mallee to 5m tall. Growing as emergent in low Casuarina shrub land on ironstone. Pinkish-grey over light grey  bark. Dull blue-green to grey green leaves,-32.3569444444444,119.665555555556,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,livida,
CCA0105,R012/T26,Eucalyptus livida,DN 318,"North Ironcap, WA",12,1993,26,318,NA,1992-12-13,Eucalyptus livida,North Ironcap,Erect mallee to 5m tall. Growing as emergent in low Casuarina shrub land on ironstone. Pinkish-grey over light grey  bark. Dull blue-green to grey green leaves,-32.3569444444444,119.665555555556,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,livida,
CCA0106,R012/T27,Eucalyptus livida,DN 318,"North Ironcap, WA",12,1993,27,318,NA,1992-12-13,Eucalyptus livida,North Ironcap,Erect mallee to 5m tall. Growing as emergent in low Casuarina shrub land on ironstone. Pinkish-grey over light grey  bark. Dull blue-green to grey green leaves,-32.3569444444444,119.665555555556,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,livida,
CCA0107,R012/T28,Eucalyptus livida,DN 318,"North Ironcap, WA",12,1993,28,318,NA,1992-12-13,Eucalyptus livida,North Ironcap,Erect mallee to 5m tall. Growing as emergent in low Casuarina shrub land on ironstone. Pinkish-grey over light grey  bark. Dull blue-green to grey green leaves,-32.3569444444444,119.665555555556,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,livida,
CCA0108,R012/T29,Eucalyptus wyolensis,DN 112,"Oak Valley, SA",12,1993,29,112,NA,1992-12-05,Eucalyptus wyolensis,East of Cook to Vokes Hill Road,"Scraggly tree or mallee to 8m. Scattered, but in mostly pure stands on mallee sandplain with E. concinna, E. yumbarrana and E. eucentrica. Bark rough to 10cm diameter. No buds present. Photo #1.",-29.3369444444444,130.220277777778,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,wyolensis,
CCA0109,R012/T30,Eucalyptus wyolensis,DN 112,"Oak Valley, SA",12,1993,30,112,NA,1992-12-05,Eucalyptus wyolensis,East of Cook to Vokes Hill Road,"Scraggly tree or mallee to 8m. Scattered, but in mostly pure stands on mallee sandplain with E. concinna, E. yumbarrana and E. eucentrica. Bark rough to 10cm diameter. No buds present. Photo #1.",-29.3369444444444,130.220277777778,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,wyolensis,
CCA0110,R012/T31,Eucalyptus wyolensis,DN 112,"Oak Valley, SA",12,1993,31,112,NA,1992-12-05,Eucalyptus wyolensis,East of Cook to Vokes Hill Road,"Scraggly tree or mallee to 8m. Scattered, but in mostly pure stands on mallee sandplain with E. concinna, E. yumbarrana and E. eucentrica. Bark rough to 10cm diameter. No buds present. Photo #1.",-29.3369444444444,130.220277777778,Eucalyptus,Symphyomyrtus,Bisectae,Subulatae,Decussatae,wyolensis,
CCA0111,R012/T33,Eucalyptus halophila,DN 155,"Scaddan, WA",12,1993,33,155,NA,1992-12-06,Eucalyptus halophila,NA,Pure stand near salt lakes. Leaves dull grey green.,-22.3383333333333,121.747222222222,Eucalyptus,Symphyomyrtus,Bisectae,Halophilae,,halophila,
CCA0112,R012/T34,Eucalyptus halophila,DN 155,"Scaddan, WA",12,1993,34,155,NA,1992-12-06,Eucalyptus halophila,NA,Pure stand near salt lakes. Leaves dull grey green.,-22.3383333333333,121.747222222222,Eucalyptus,Symphyomyrtus,Bisectae,Halophilae,,halophila,
CCA0113,R012/T35,Eucalyptus halophila,DN 155,"Scaddan, WA",12,1993,35,155,NA,1992-12-06,Eucalyptus halophila,NA,Pure stand near salt lakes. Leaves dull grey green.,-22.3383333333333,121.747222222222,Eucalyptus,Symphyomyrtus,Bisectae,Halophilae,,halophila,
CCA0114,R012/T36,Eucalyptus halophila,DN 155,"Scaddan, WA",12,1993,36,155,NA,1992-12-06,Eucalyptus halophila,NA,Pure stand near salt lakes. Leaves dull grey green.,-22.3383333333333,121.747222222222,Eucalyptus,Symphyomyrtus,Bisectae,Halophilae,,halophila,
CCA0115,R013/T01,Eucalyptus fraseri subsp. fraseri,DN 116,"Balladonia, WA",13,1993,1,116,NA,1992-12-06,Eucalyptus fraseri subsp. fraseri,WA,Growing with E. gracilis. Bark smooth to ground level. Glossy green leaves.,-32.2836111111111,123.482222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,fraseri,fraseri
CCA0116,R013/T02,Eucalyptus fraseri subsp. fraseri,DN 116,"Balladonia, WA",13,1993,2,116,NA,1992-12-06,Eucalyptus fraseri subsp. fraseri,WA,Growing with E. gracilis. Bark smooth to ground level. Glossy green leaves.,-32.2836111111111,123.482222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,fraseri,fraseri
CCA0117,R013/T04,Eucalyptus fraseri subsp. fraseri,DN 116,"Balladonia, WA",13,1993,4,116,NA,1992-12-06,Eucalyptus fraseri subsp. fraseri,WA,Growing with E. gracilis. Bark smooth to ground level. Glossy green leaves.,-32.2836111111111,123.482222222222,Eucalyptus,Symphyomyrtus,Dumaria,Rufispermae,,fraseri,fraseri
CCA0118,R013/T06,Eucalyptus tortilis,DN 130,"Norseman, WA",13,1993,6,130,NA,1992-12-06,Eucalyptus tortilis,NA,Growing with E. lesoufii. Steep branching habit.,-32.0638888888889,122.205833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,tortilis,
CCA0119,R013/T07,Eucalyptus tortilis,DN 130,"Norseman, WA",13,1993,7,130,NA,1992-12-06,Eucalyptus tortilis,NA,Growing with E. lesoufii. Steep branching habit.,-32.0638888888889,122.205833333333,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,tortilis,
CCA0120,R013/T10,Eucalyptus protensa,DN 126,"Fraser Range, WA",13,1993,10,126,NA,1992-12-06,Eucalyptus protensa,NA,Growing with E. calycogona and E. laevis. Bark glossy bronze. Very glossy dark green leaves.,-32.0975,123.114166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Erectae,Annulatae,protensa,
CCA0121,R013/T14,Eucalyptus indurata,DN 165,"near Scaddan, WA",13,1993,14,165,NA,1992-12-06,Eucalyptus indurata,NA,"Mallee to 6m tall, erect habit. Bark rough to 2m.",-33.4819444444444,121.582222222222,Eucalyptus,Symphyomyrtus,Bisectae,Balladonienses,,indurata,
CCA0122,R013/T15,Eucalyptus indurata,DN 165,"near Scaddan, WA",13,1993,15,165,NA,1992-12-06,Eucalyptus indurata,NA,"Mallee to 6m tall, erect habit. Bark rough to 2m.",-33.4819444444444,121.582222222222,Eucalyptus,Symphyomyrtus,Bisectae,Balladonienses,,indurata,
CCA0123,R013/T18,Eucalyptus ravida,DN 134,"Mt Norcott, WA",13,1993,18,134,NA,1992-12-06,Eucalyptus ravida,"South-east of Norseman, Western Australia.","In pure stands, Eucalyptus flocktoniae and E. celastroides nearby. All in flower. All parts strongly glaucous.",-32.0938888888889,122.026666666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,ravida,
CCA0124,R013/T20,Eucalyptus angustissima,DN 150,"Peak Charles, WA",13,1993,20,150,NA,1992-12-06,Eucalyptus angustissima,"Upper Lort River , north-west of Esperance, Western Australia.",Mallee to 3 metres tall. Growing with Eucalyptus incrassata on sandplain near salt lake. PERTH,-33.0461111111111,121.172222222222,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,angustissima,
CCA0125,R013/T21,Eucalyptus angustissima,DN 150,"Peak Charles, WA",13,1993,21,150,NA,1992-12-06,Eucalyptus angustissima,"Upper Lort River , north-west of Esperance, Western Australia.",Mallee to 3 metres tall. Growing with Eucalyptus incrassata on sandplain near salt lake. PERTH,-33.0461111111111,121.172222222222,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,angustissima,
CCA0126,R013/T22,Eucalyptus angustissima,DN 150,"Peak Charles, WA",13,1993,22,150,NA,1992-12-06,Eucalyptus angustissima,"Upper Lort River , north-west of Esperance, Western Australia.",Mallee to 3 metres tall. Growing with Eucalyptus incrassata on sandplain near salt lake. PERTH,-33.0461111111111,121.172222222222,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,angustissima,
CCA0127,R013/T23,Eucalyptus angustissima,DN 150,"Peak Charles, WA",13,1993,23,150,NA,1992-12-06,Eucalyptus angustissima,"Upper Lort River , north-west of Esperance, Western Australia.",Mallee to 3 metres tall. Growing with Eucalyptus incrassata on sandplain near salt lake. PERTH,-33.0461111111111,121.172222222222,Eucalyptus,Symphyomyrtus,Bisectae,Angustissimae,,angustissima,
CCA0128,R013/T26,Eucalyptus terebra,DN 117,"Balladonia, WA",13,1993,26,117,NA,1992-12-06,Eucalyptus terebra,NA,Growing in pure stands. Photo in Eucs.2  is collection site.,-32.2747222222222,123.465555555556,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Contortae,,terebra,
CCA0129,R013/T28,Eucalyptus kessellii subsp. eugnosta,DN 164,"Scaddan, WA",13,1993,28,164,NA,1992-12-06,Eucalyptus kessellii subsp. eugnosta,NA,Small tree to 5m tall. Bark smooth. Leaves glossy green.,-33.5183333333333,121.613611111111,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,kessellii,eugnosta
CCA0130,R013/T29,Eucalyptus kessellii subsp. eugnosta,DN 164,"Scaddan, WA",13,1993,29,164,NA,1992-12-06,Eucalyptus kessellii subsp. eugnosta,NA,Small tree to 5m tall. Bark smooth. Leaves glossy green.,-33.5183333333333,121.613611111111,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,kessellii,eugnosta
CCA0131,R013/T30,Eucalyptus kessellii subsp. eugnosta,DN 164,"Scaddan, WA",13,1993,30,164,NA,1992-12-06,Eucalyptus kessellii subsp. eugnosta,NA,Small tree to 5m tall. Bark smooth. Leaves glossy green.,-33.5183333333333,121.613611111111,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,kessellii,eugnosta
CCA0132,R013/T31,Eucalyptus kessellii subsp. eugnosta,DN 164,"Scaddan, WA",13,1993,31,164,NA,1992-12-06,Eucalyptus kessellii subsp. eugnosta,NA,Small tree to 5m tall. Bark smooth. Leaves glossy green.,-33.5183333333333,121.613611111111,Eucalyptus,Symphyomyrtus,Bisectae,Falcatae,Rugatae,kessellii,eugnosta
CCA0133,R013/T32,Eucalyptus tumida,DN 159,"Scaddan, WA",13,1993,32,159,NA,1992-12-06,Eucalyptus tumida,Type location,"Mallee 4m tall with E. forestiana , glossy light green leaves.",-33.4088888888889,121.894166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,tumida,
CCA0134,R013/T33,Eucalyptus tumida,DN 159,"Scaddan, WA",13,1993,33,159,NA,1992-12-06,Eucalyptus tumida,Type location,"Mallee 4m tall with E. forestiana , glossy light green leaves.",-33.4088888888889,121.894166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,tumida,
CCA0135,R013/T34,Eucalyptus tumida,DN 159,"Scaddan, WA",13,1993,34,159,NA,1992-12-06,Eucalyptus tumida,Type location,"Mallee 4m tall with E. forestiana , glossy light green leaves.",-33.4088888888889,121.894166666667,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,tumida,
