initial_label	genus	subgenus	section	is_included	is_label_swapped	final_label	notes
E_preissiana_lobata_1	Eucalyptus	Eucalyptus	'Frutices' ms	TRUE	FALSE	E_preissiana_lobata_1	
E_preissiana_lobata_2	Eucalyptus	Eucalyptus	'Frutices' ms	TRUE	FALSE	E_preissiana_lobata_2	
E_preissiana_lobata_3	Eucalyptus	Eucalyptus	'Frutices' ms	TRUE	FALSE	E_preissiana_lobata_3	
E_prominens	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_prominens	
E_propinqua	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_propinqua	
E_protensa	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_protensa	
E_pruinosa_pruinosa	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_pruinosa_pruinosa	
E_pterocarpa	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_pterocarpa	Estimated mean coverage <10x
E_pulverulenta	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_pulverulenta	
E_pumila_Ferguson2024	Eucalyptus	Symphyomyrtus	Pumilio	TRUE	FALSE	E_pumila_Ferguson2024	
E_punctata_1	Eucalyptus	Symphyomyrtus	Pumilio	FALSE	TRUE	C_eremea_oligocarpa_2	Different genus
E_pyriformis	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_pyriformis	
E_pyrocarpa	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_pyrocarpa	
E_quadrans	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_quadrans	Different section
E_quaerenda_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_quaerenda_1	
E_quaerenda_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_quaerenda_2	
E_rameliana	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rameliana	
E_raveretiana	Eucalyptus	Symphyomyrtus	Domesticae	TRUE	FALSE	E_raveretiana	
E_ravida	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_ravida	
E_recta_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_recta_1	
E_recta_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_recta_2	
E_reducta	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_reducta	
E_redunca	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_redunca	
E_regnans_Ferguson2024	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_regnans_Ferguson2024	
E_relicta	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_relicta	
E_remota	Eucalyptus	Eucalyptus	Eucalyptus	FALSE	FALSE	E_remota	Different section
E_repullulans	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_repullulans	Estimated mean coverage <10x
E_revelata_ms	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_revelata_ms	
E_rigens	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_rigens	
E_rigidula_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_1	
E_rigidula_10	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_10	
E_rigidula_11	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_11	
E_rigidula_12	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_12	
E_rigidula_13	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_13	
E_rigidula_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_2	
E_rigidula_4	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_4	
E_rigidula_5	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_5	
E_rigidula_6	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_6	
E_rigidula_7	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_7	
E_rigidula_8	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rigidula_8	
E_rigidula_9	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_rigidula_9	Estimated mean coverage <10x
E_robusta_x_E_tereticornis	Eucalyptus-H	Symphyomyrtus-H	Latoangulatae-H	FALSE	FALSE	E_robusta_x_E_tereticornis	Hybrid
E_rosacea_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rosacea_1	
E_rosacea_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_rosacea_2	
E_rubida_canobolensis	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_rubida_canobolensis	
E_rubiginosa	Eucalyptus	Eucalyptus	'Primitiva' ms	TRUE	FALSE	E_rubiginosa	
E_rudis_cratyantha_1	Eucalyptus	Symphyomyrtus	Exsertaria	FALSE	FALSE	E_rudis_cratyantha_1	Did not group together with other samples
E_rudis_cratyantha_2	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_rudis_cratyantha_2	
E_rudis_cratyantha_3	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_rudis_cratyantha_3	
E_rugosa	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_rugosa	
E_rummeryi	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_rummeryi	
E_rupestris_1	Eucalyptus	Symphyomyrtus	Platysperma	TRUE	FALSE	E_rupestris_1	
E_rupestris_2	Eucalyptus	Symphyomyrtus	Platysperma	TRUE	FALSE	E_rupestris_2	
E_sabulosa_x_E_ovata_ovata	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H	FALSE	FALSE	E_sabulosa_x_E_ovata_ovata	Hybrid
E_salmonophloia	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_salmonophloia	Different section
E_salubris	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_salubris	
E_sargentii_sargentii_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_sargentii_sargentii_1	
E_sargentii_sargentii_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_sargentii_sargentii_2	
E_sargentii_sargentii_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_sargentii_sargentii_3	
E_scoparia	Eucalyptus	Symphyomyrtus	Maidenaria	FALSE	TRUE	E_drummondii_1	Different section
E_scyphocalyx_1	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_scyphocalyx_1	Estimated mean coverage <10x
E_scyphocalyx_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_scyphocalyx_2	
E_sepulcralis	Eucalyptus	Eucalyptus	'Frutices' ms	TRUE	FALSE	E_sepulcralis	
E_sessilis	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_sessilis	
E_sheathiana_1	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_sheathiana_1	
E_sheathiana_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_sheathiana_2	
E_sheathiana_3	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_sheathiana_3	
E_sheathiana_4	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_sheathiana_4	
E_shirleyi	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_shirleyi	
E_shirleyi_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_shirleyi_Ferguson2024	
E_sicilifolia	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_sicilifolia	
E_sid_E_mel_Ferguson2024	Eucalyptus-H	Symphyomyrtus-H	Adnataria-H	FALSE	FALSE	E_sid_E_mel_Ferguson2024	Hybrid
E_sideroxylon	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_sideroxylon	
E_sideroxylon_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_sideroxylon_Ferguson2024	
E_sieberi	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_sieberi	
E_socialis_socialis_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_socialis_socialis_1	
E_socialis_socialis_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_socialis_socialis_2	
E_socialis_socialis_3	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_socialis_socialis_3	Did not group together with other samples
E_socialis_victoriensis_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_socialis_victoriensis_1	
E_socialis_victoriensis_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_socialis_victoriensis_2	
E_socialis_viridans	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_socialis_viridans	
E_sp	Eucalyptus			FALSE	FALSE	E_sp	Uncertain species
E_sp_Adelaide	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_sp_Adelaide	Uncertain species
E_sp_Cable_Haul_Road_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Cable_Haul_Road_1	Uncertain species
E_sp_Cable_Haul_Road_2	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Cable_Haul_Road_2	Uncertain species
E_sp_Dartmoor_1	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_sp_Dartmoor_1	Uncertain species
E_sp_Dartmoor_2	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_sp_Dartmoor_2	Uncertain species
E_sp_Dunbar_Road_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Dunbar_Road_1	Uncertain species
E_sp_Dunbar_Road_2	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Dunbar_Road_2	Uncertain species
E_sp_Great_Victoria_Desert_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Great_Victoria_Desert_1	Uncertain species
E_sp_Great_Victoria_Desert_2	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Great_Victoria_Desert_2	Uncertain species
E_sp_Great_Victoria_Desert_3	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Great_Victoria_Desert_3	Uncertain species
E_sp_Great_Victoria_Desert_4	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Great_Victoria_Desert_4	Uncertain species
E_sp_Kalbarri_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Kalbarri_1	Uncertain species
E_sp_Kalbarri_2	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Kalbarri_2	Uncertain species
E_sp_Kitchener_1	Eucalyptus			FALSE	FALSE	E_sp_Kitchener_1	Uncertain species
E_sp_Kitchener_2	Eucalyptus			FALSE	FALSE	E_sp_Kitchener_2	Uncertain species
E_sp_Lake_Magenta_1	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_sp_Lake_Magenta_1	Uncertain species
E_sp_Lake_Magenta_2	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_sp_Lake_Magenta_2	Uncertain species
E_sp_Mulga_Rock_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Mulga_Rock_1	Uncertain species
E_sp_Mulga_Rock_2	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Mulga_Rock_2	Uncertain species
E_sp_Mulga_Rock_3	Eucalyptus			FALSE	FALSE	E_sp_Mulga_Rock_3	Uncertain species
E_sp_Mulga_Rock_4	Eucalyptus			FALSE	FALSE	E_sp_Mulga_Rock_4	Uncertain species
E_sp_Queen_Victoria_Spring_1	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_sp_Queen_Victoria_Spring_1	Uncertain species
E_sp_Queen_Victoria_Spring_2	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_sp_Queen_Victoria_Spring_2	Uncertain species
E_sp_South_Newdegate_Lakes	Eucalyptus			FALSE	FALSE	E_sp_South_Newdegate_Lakes	Uncertain species
E_sp_Southern_wheatbelt_1	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_sp_Southern_wheatbelt_1	Uncertain species
E_sp_Southern_wheatbelt_2	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_sp_Southern_wheatbelt_2	Uncertain species
E_sp_Sullivan_Soak_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Sullivan_Soak_1	Uncertain species
E_sp_Sullivan_Soak_2	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Sullivan_Soak_2	Uncertain species
E_sp_Sullivan_Soak_3	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Sullivan_Soak_3	Uncertain species
E_sp_Sullivan_Soak_4	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_sp_Sullivan_Soak_4	Uncertain species
E_spathulata_spathulata	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	FALSE	E_spathulata_spathulata	Different section
E_spectatrix	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_spectatrix	
E_sporadica_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	FALSE	E_sporadica_1	Did not group together with other samples
E_sporadica_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	TRUE	E_megacarpa_1	Different subgenus
E_sporadica_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_sporadica_3	
E_sporadica_4	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_sporadica_4	
E_sporadica_5	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_sporadica_5	
E_spreta	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_spreta	
E_staeri	Eucalyptus	Eucalyptus	Longistylus	FALSE	FALSE	E_staeri	Different subgenus
E_steedmanii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_steedmanii	
E_stellulata_Little_Star	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_stellulata_Little_Star	
E_stoatei	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_stoatei	
E_stowardii_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_stowardii_1	
E_stowardii_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_stowardii_2	
E_striaticalyx_1	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_striaticalyx_1	Did not group together with other samples
E_striaticalyx_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_striaticalyx_2	Did not group together with other samples
E_stricklandii	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_stricklandii	
E_stricta	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_stricta	
E_subangusta_cerina	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_subangusta_cerina	
E_subangusta_pusilla	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_subangusta_pusilla	
E_subangusta_subangusta	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_subangusta_subangusta	
E_subtilis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_subtilis_1	
E_subtilis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_subtilis_2	
E_subtilis_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_subtilis_3	
E_suffulgens	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_suffulgens	
E_suggrandis_promiscua	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_suggrandis_promiscua	
E_suggrandis_suggrandis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_suggrandis_suggrandis_1	
E_suggrandis_suggrandis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	FALSE	E_suggrandis_suggrandis_2	Different section
E_sweedmaniana	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_sweedmaniana	
E_synandra_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_synandra_1	
E_synandra_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_synandra_2	
E_synandra_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_synandra_3	
E_synandra_4	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_synandra_4	
E_talyuberlup	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	FALSE	FALSE	E_talyuberlup	Estimated mean coverage <10x 
E_tenera_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_tenera_1	Did not group together with other samples
E_tenera_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_tenera_2	Did not group together with other samples
E_tenuipes_Ferguson2024	Eucalyptus	Cuboidea		TRUE	FALSE	E_tenuipes_Ferguson2024	
E_tenuis	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_tenuis	
E_tephroclada	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_tephroclada	
E_terebra	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_terebra	
E_tereticornis_rotunda_1	Eucalyptus	Symphyomyrtus	Exsertaria	FALSE	FALSE	E_tereticornis_rotunda_1	Different section
E_tereticornis_rotunda_2	Eucalyptus	Symphyomyrtus	Exsertaria	FALSE	FALSE	E_tereticornis_rotunda_2	Different section
E_tereticornis_tereticornis_1	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_tereticornis_tereticornis_1	
E_tereticornis_tereticornis_2	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_tereticornis_tereticornis_2	
E_tereticornis_tereticornis_3	Eucalyptus	Symphyomyrtus	Exsertaria	TRUE	FALSE	E_tereticornis_tereticornis_3	
E_tholiformis_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_tholiformis_1	
E_tholiformis_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_tholiformis_2	
E_thozetiana	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_thozetiana	
E_torquata	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_torquata	Different section
E_tortilis	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_tortilis	
E_transcontinentalis	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_transcontinentalis	
E_tricarpa	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_tricarpa	
E_trivalva_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_trivalva_1	
E_trivalva_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_trivalva_2	
E_tumida	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_tumida	
E_uncinata_Esperance_Plains_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_uncinata_Esperance_Plains_1	
E_uncinata_Esperance_Plains_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_uncinata_Esperance_Plains_2	
E_uncinata_uncinata_1	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_uncinata_uncinata_1	Different subgenus
E_uncinata_uncinata_2	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_uncinata_uncinata_2	Different subgenus
E_urna_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_urna_1	
E_urna_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_urna_2	
E_utilis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_utilis_1	
E_utilis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_utilis_2	
E_utilis_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_utilis_3	
E_varia_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_varia_2	
E_varia_3	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_varia_3	
E_vegrandis_recondita_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_vegrandis_recondita_1	
E_vegrandis_recondita_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_vegrandis_recondita_2	
E_vegrandis_vegrandis_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_vegrandis_vegrandis_1	
E_vegrandis_vegrandis_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_vegrandis_vegrandis_2	
E_verrucata	Eucalyptus	Eucalyptus	Eucalyptus	TRUE	FALSE	E_verrucata	
E_victrix_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_victrix_1	
E_victrix_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_victrix_2	
E_victrix_3	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_victrix_3	
E_victrix_Ferguson2024	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_victrix_Ferguson2024	
E_viminalis_cygnetensis	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_viminalis_cygnetensis	
E_viminalis_Ferguson2024	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_viminalis_Ferguson2024	
E_viminalis_hentyensis_1	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_viminalis_hentyensis_1	
E_viminalis_hentyensis_2	Eucalyptus	Symphyomyrtus	Maidenaria	TRUE	FALSE	E_viminalis_hentyensis_2	
E_virginea	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_virginea	"Located at the basal position of E. subg. Symphyomyrtus sect. Maidenaria, etc."
E_virginea_Ferguson2024	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_virginea_Ferguson2024	
E_vokesensis	Eucalyptus	Symphyomyrtus	Bisectae	FALSE	FALSE	E_vokesensis	Estimated mean coverage <10x
E_wandoo_pulverea_1	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_wandoo_pulverea_1	
E_wandoo_pulverea_2	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_wandoo_pulverea_2	
E_wandoo_wandoo	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_wandoo_wandoo	
E_websteriana_1	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_websteriana_1	
E_websteriana_2	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_websteriana_2	
E_websteriana_3	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_websteriana_3	
E_websteriana_4	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_websteriana_4	
E_websteriana_5	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_websteriana_5	
E_wimmerensis	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_wimmerensis	
E_woodwardii_1	Eucalyptus	Symphyomyrtus	Dumaria	FALSE	FALSE	E_woodwardii_1	Different section
E_woodwardii_2	Eucalyptus	Symphyomyrtus	Dumaria	TRUE	FALSE	E_woodwardii_2	
E_wyolensis	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_wyolensis	
E_x_alpina_1	Eucalyptus-H	Eucalyptus-H	Eucalyptus-H	FALSE	FALSE	E_x_alpina_1	Hybrid
E_x_alpina_2	Eucalyptus-H	Eucalyptus-H	Eucalyptus-H	FALSE	FALSE	E_x_alpina_2	Hybrid
E_x_balanopelex	Eucalyptus-H	Symphyomyrtus-H	Bisectae-H	FALSE	FALSE	E_x_balanopelex	Hybrid
E_x_brachyphylla_1	Eucalyptus-H	Symphyomyrtus-H	Glandulosae' ms-H	FALSE	FALSE	E_x_brachyphylla_1	Hybrid
E_x_brachyphylla_2	Eucalyptus-H	Symphyomyrtus-H	Glandulosae' ms-H	FALSE	FALSE	E_x_brachyphylla_2	Hybrid
E_x_bunyip_1	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H	FALSE	FALSE	E_x_bunyip_1	Hybrid
E_x_bunyip_2	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H	FALSE	FALSE	E_x_bunyip_2	Hybrid
E_x_carolaniae_1	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H	FALSE	FALSE	E_x_carolaniae_1	Hybrid
E_x_carolaniae_2	Eucalyptus-H	Symphyomyrtus-H	Maidenaria-H	FALSE	FALSE	E_x_carolaniae_2	Hybrid
E_x_hawkeri_1	Eucalyptus-H	Symphyomyrtus-H	Adnataria-H	FALSE	FALSE	E_x_hawkeri_1	Hybrid
E_x_hawkeri_2	Eucalyptus-H	Symphyomyrtus-H	Adnataria-H	FALSE	FALSE	E_x_hawkeri_2	Hybrid
E_x_impensa	Eucalyptus-H	Symphyomyrtus-H	Bisectae-H	FALSE	FALSE	E_x_impensa	Hybrid
E_x_pruiniramis	Eucalyptus-H	Symphyomyrtus-H	Glandulosae' ms-H	FALSE	FALSE	E_x_pruiniramis	Hybrid
E_x_redimulicifera	Eucalyptus-H	Symphyomyrtus-H	Dumaria-H	FALSE	FALSE	E_x_redimulicifera	Hybrid
E_x_walshii_1	Eucalyptus-H			FALSE	FALSE	E_x_walshii_1	Hybrid
E_x_walshii_2	Eucalyptus-H			FALSE	FALSE	E_x_walshii_2	Hybrid
E_xanthonema_apposita	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_xanthonema_apposita	
E_xanthonema_xanthonema	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	TRUE	FALSE	E_xanthonema_xanthonema	
E_xerothermica_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_xerothermica_1	
E_xerothermica_2	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_xerothermica_2	Different section
E_xerothermica_3	Eucalyptus	Symphyomyrtus	Adnataria	FALSE	FALSE	E_xerothermica_3	Different section
E_yalatensis	Eucalyptus	Symphyomyrtus	Bisectae	TRUE	FALSE	E_yalatensis	
E_yilgarnensis_1	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_yilgarnensis_1	
E_yilgarnensis_2	Eucalyptus	Symphyomyrtus	Adnataria	TRUE	FALSE	E_yilgarnensis_2	
